year,month,excessequity,excessequity3mo,log_e_eom,log_q_eom,cip_govt_3m_2020,diffy_3m_2020,log_ip_oecd_USD,diff_log_ip
1983,1,,,13.218612,34.168468,,,0,0
1983,2,,,12.997195,33.998581,,,0,0
1983,3,,,13.65406,34.5228,,,0,0
1983,4,,,12.618839,33.131542,,,0,0
1983,5,,,12.927643,33.269051,,,0,0
1983,6,,,14.312122,35.171394,,,0,0
1983,7,,,15.882591,37.00034,,,0,0
1983,8,,,17.444736,38.872723,,,0,0
1983,9,,,15.683233,36.881535,,,0,0
1983,10,,,15.705746,36.92482,,,0,0
1983,11,,,17.050041,38.747269,,,0,0
1983,12,,,17.973362,40.01564,,,0,0
1984,1,,,20.127396,42.932755,,,0,0
1984,2,,,16.200153,37.21376,,,0,0
1984,3,,,16.380478,37.403019,,,0,0
1984,4,,,18.935333,40.534931,,,0,0
1984,5,,,20.005207,41.117153,,,0,0
1984,6,,,21.938179,42.848423,,,0,0
1984,7,,,24.946404,46.974232,,,0,0
1984,8,,,24.002459,45.938026,,,0,0
1984,9,,,28.334347,51.246208,,,0,0
1984,10,,,28.056665,50.895241,,,0,0
1984,11,,,29.562113,52.521759,,,0,0
1984,12,,,30.989521,54.048992,,,0,0
1985,1,,,31.910583,54.665386,,,0,0
1985,2,,,36.212692,59.083176,,,0,0
1985,3,,,29.543201,51.051754,,,0,0
1985,4,,,30.033804,51.108173,,,0,0
1985,5,,,28.724922,49.143379,,,0,0
1985,6,,,27.72061,48.209694,,,0,0
1985,7,,,22.126556,41.766163,,,0,0
1985,8,,,23.063742,42.963615,,,0,0
1985,9,,,19.40312,38.340469,,,0,0
1985,10,,,17.56938,36.240944,,,0,0
1985,11,,,14.637932,32.593758,,,0,0
1985,12,,,14.671679,32.666061,,,0,0
1986,1,,,14.102733,31.568998,,,0,0
1986,2,,,9.7996731,26.036842,,,0,0
1986,3,,,10.710577,26.83597,,,0,0
1986,4,,,5.7004962,19.91168,,,0,0
1986,5,,,11.365023,26.692337,,,0,0
1986,6,,,7.5146699,22.037642,,,0,0
1986,7,,,5.752655,20.03809,,,0,0
1986,8,,,5.0547824,19.027866,,,0,0
1986,9,,,5.6096869,19.357239,,,0,0
1986,10,,,7.9621339,22.125099,,,0,0
1986,11,,,6.3284736,20.119282,,,0,0
1986,12,,,4.3189201,17.913433,,,0,0
1987,1,,,.90524405,14.411756,,,0,0
1987,2,,,.026298773,13.45132,,,0,0
1987,3,,,-2.8199124,10.336979,,,0,0
1987,4,,,-4.0139194,8.3804274,,,0,0
1987,5,,,-2.7417109,9.8822441,,,0,0
1987,6,,,-2.2753906,10.90367,,,0,0
1987,7,,,-.90301967,12.609311,,,0,0
1987,8,,,-3.2346532,10.091921,,,0,0
1987,9,,,-2.0956459,11.313362,,,0,0
1987,10,,,-5.9786367,6.5188961,,,0,0
1987,11,,,-9.7705526,2.1808414,,,0,0
1987,12,,,-13.575164,-2.2028008,,,0,0
1988,1,1.9960262,,-9.8658667,2.4893699,,,0,0
1988,2,5.0171938,,-10.127691,2.1266744,,,0,0
1988,3,2.4421024,9.1864166,-12.998002,-1.1804011,,,0,0
1988,4,.62200731,7.993391,-12.787767,-.74603015,,,0,0
1988,5,-2.6459765,.37477064,-11.446517,.70188552,,,0,0
1988,6,-.75257754,-2.7858188,-6.8715553,6.7079058,,,0,0
1988,7,1.1176562,-2.2923596,-5.7296329,8.4855747,,,0,0
1988,8,-6.3521295,-6.0887618,-3.8598809,10.312,,,0,0
1988,9,3.4393151,-1.7926607,-4.8463559,9.2802362,,,0,0
1988,10,5.5820961,2.6172464,-8.6352987,4.6715684,,,0,0
1988,11,2.5704701,11.479586,-11.609509,1.6272298,,,0,0
1988,12,.16818935,8.1902733,-9.8987799,3.8651178,,,0,0
1989,1,2.8318474,5.3722448,-6.6407599,7.7949138,,,0,0
1989,2,-1.4256071,1.3501482,-7.5715146,6.3741741,,,0,0
1989,3,-1.3621581,-.19170205,-4.855875,9.6780367,,,0,0
1989,4,1.5580909,-1.360865,-5.4016695,9.0521135,,,0,0
1989,5,-3.2784696,-3.240191,-.45941821,14.625582,,,0,0
1989,6,-2.2956038,-4.1339445,-.38769525,14.970802,,,0,0
1989,7,9.8407698,4.2322459,-4.8265133,10.178839,,,0,0
1989,8,-3.2027018,4.1958737,-.95798415,14.735145,,,0,0
1989,9,2.1598551,8.7449884,-3.6389885,11.135705,,,0,0
1989,10,-4.0965838,-5.184289,-3.34003,11.456977,,,0,0
1989,11,3.0463526,1.0277896,-4.3167787,10.790671,,,0,0
1989,12,2.4736335,1.2770548,-6.5355358,8.3246641,,,0,0
1990,1,-5.4113889,-.1263732,-7.2129893,7.2106724,,,0,0
1990,2,-5.1145911,-8.2442045,-6.8130174,7.541914,,,0,0
1990,3,-7.2192283,-17.874992,-5.8906527,8.5626478,,,0,0
1990,4,-2.1566122,-14.523861,-6.0146036,8.1467323,,,0,0
1990,5,9.1184206,-.30914515,-6.7005033,6.7489386,,,0,0
1990,6,-1.481705,5.3903542,-8.3508577,5.4612336,,,0,0
1990,7,.17167571,7.6920953,-12.40957,1.0896337,,,0,0
1990,8,-10.723771,-12.144946,-13.171327,.42184502,,,0,0
1990,9,-11.919554,-22.567293,-13.967042,-.69884974,,,0,0
1990,10,7.9842997,-14.742571,-16.812155,-4.2954898,,,0,0
1990,11,-2.4905589,-6.5429535,-16.737556,-4.1320443,,,0,0
1990,12,1.3302172,6.7016158,-16.187418,-2.974611,,,0,0
1991,1,2.9567814,1.5505005,-17.78915,-5.2917156,,,0,0
1991,2,8.2879705,12.280311,-15.895903,-3.4597912,,,-.70053542,.7871713
1991,3,-3.5153103,7.5066118,-8.6679029,4.6684647,,,-1.2258886,.56534588
1991,4,.1262821,4.776577,-8.5598736,4.5378456,-.24238199,5.04,-1.0288838,-.22729623
1991,5,1.7055688,-1.8056029,-7.460258,5.9498024,-.1837379,4.9499998,-.032751381,-.1743056
1991,6,-6.9559746,-5.19626,-4.9085059,9.1867924,.43374816,4.02,.87395942,-1.6599319
1991,7,4.0219364,-1.3003242,-6.7723527,7.0022717,.089663304,3.8600001,.99307108,-1.6960808
1991,8,-.87746847,-3.8777812,-6.9381685,7.0208201,-.024072185,3.8150001,1.078521,-3.6466699
1991,9,1.8702924,4.9390898,-10.669203,2.5746779,-.15066935,3.4000001,1.9648347,-2.5346174
1991,10,1.1069853,2.0102756,-10.747085,2.448951,-.20892635,3.45,1.7905083,-3.1362631
1991,11,-5.0141587,-2.1377757,-11.954969,.85914356,.11562786,4.0500002,1.6759454,-2.2860849
1991,12,6.6236439,2.5689268,-16.596024,-4.7673454,-.077219225,4.4949999,1.2774961,-2.3410821
1992,1,-2.0187624,-.5887745,-12.993757,-.54257649,-.12417422,4.375,.71653229,-.72624862
1992,2,-2.0415955,2.4161363,-11.221678,1.1854587,.072270289,4.375,1.4302953,-1.423667
1992,3,-5.0942469,-9.1942348,-10.104797,2.1789069,.88075972,5.4249997,2.257844,-2.2803209
1992,4,.77150339,-6.3741121,-10.368672,1.755152,1.0526692,5.3450003,3.0130634,-2.5611155
1992,5,3.2508814,-1.1233071,-13.052617,-.9997583,.77720487,4.6100001,3.3387182,-4.1221175
1992,6,-4.1617074,-.23947041,-16.597197,-4.3446302,.58834881,4.3299999,3.3530347,-3.4607074
1992,7,-.20357224,-1.1663675,-18.012487,-5.3065376,.48072365,4.625,4.2527184,-4.5319824
1992,8,1.7335818,-2.7192278,-21.427303,-8.5633974,,4.625,3.7594047,-3.8775492
1992,9,-1.3224038,.10230984,-17.943834,-5.3226905,-.1509935,3.5699999,3.9914691,-4.0177102
1992,10,-2.918155,-2.5810072,-11.117556,1.8628492,.64624929,2.8099999,4.7387443,-5.275116
1992,11,1.2105088,-3.124316,-5.8718705,7.3855662,.095311649,2.5066667,5.1632452,-7.0392265
1992,12,.50669879,-1.204972,-4.0213923,9.2192259,.07270553,2.5066667,5.2535181,-7.3145895
1993,1,-.098478198,1.5653102,-3.6395311,9.4942818,-.0055515654,2.1300001,5.6857724,-8.4610929
1993,2,1.8907701,2.174118,-2.3447211,10.653573,.028423088,1.8733333,6.128119,-8.0406456
1993,3,5.1646323,6.8847084,-4.5731926,8.2236986,.28515208,1.7933334,5.9880238,-7.4246182
1993,4,3.9992907,11.023404,-6.991178,5.9156904,.2319112,1.8233333,6.3381906,-7.6982288
1993,5,1.8894019,11.008422,-7.8891482,5.1646776,.41726619,1.4699999,5.9904151,-7.8552818
1993,6,-1.0845643,4.7939701,-3.4246283,9.6894417,.093534291,1.3233334,6.1560812,-7.9084768
1993,7,1.6257652,2.4153974,-1.4181165,11.827051,.044586182,1.15,6.4642282,-6.3935966
1993,8,4.2208338,4.7111311,-1.2949916,11.990068,-.10936367,1.1433333,6.3590655,-5.9893904
1993,9,-2.1019938,3.6936371,-2.2431381,10.866638,.13169059,1.1933333,6.8361998,-6.1612759
1993,10,2.5110097,4.5721593,-1.0067145,12.43027,.069683284,.78000003,7.6010737,-7.5405483
1993,11,-5.75034,-5.3981128,.44863021,14.222212,-.034213085,.37333331,8.0145006,-7.4581046
1993,12,4.8694892,1.5869113,.6017319,14.590528,.10994621,.49000001,8.5601778,-8.330862
1994,1,6.0128856,5.0742731,-1.2240132,12.678068,-.020910537,.48333335,8.9381256,-6.6383085
1994,2,-1.8475826,8.9454136,-1.6945997,12.393582,.15129326,1.34,8.9654636,-6.0430822
1994,3,-5.0241408,-.90219444,-2.4991424,11.622719,.10582192,1.574,9.9679203,-6.5545454
1994,4,2.2209859,-4.6439338,-3.4753733,10.48499,.19521305,1.354,10.532995,-6.9474335
1994,5,.11102476,-2.7188246,-2.9779809,11.022653,.45242319,1.166,11.043774,-5.849741
1994,6,-.986525,1.3616503,-5.8723288,8.3236189,.71050078,1.2460001,11.679956,-5.4929409
1994,7,1.7309935,.78295267,-5.1886134,9.4107065,.60845423,1.1339999,11.833068,-6.4436488
1994,8,3.0016644,3.614326,-5.42658,9.3379393,.26834655,.778,12.425653,-7.8871226
1994,9,-2.9195969,1.7468998,-7.6467366,6.9899788,.67959696,.75799996,12.806078,-6.1038532
1994,10,1.9830636,2.0488439,-10.313987,4.3355374,.38397652,.426,13.649364,-6.0559845
1994,11,-4.9847598,-5.9798875,-6.8048477,7.9815602,.31947231,-.043999989,14.263848,-5.6699924
1994,12,-.23880252,-3.2804675,-6.8872161,7.9953327,.44164971,.20600002,15.308482,-5.1390362
1995,1,-2.6256626,-7.9609256,-7.2442069,7.694541,.15406108,.097999968,15.491155,-5.9887028
1995,2,.60024828,-2.4421673,-9.5122232,5.4192586,.188885,.12400002,15.328401,-6.0016699
1995,3,4.1620741,1.9724118,-13.21013,1.6389025,.11329708,.65399992,15.472351,-5.4695425
1995,4,3.0374339,7.6446118,-14.283763,.69510686,.24761137,.12400001,15.408436,-4.9442968
1995,5,.87869704,7.9870524,-13.241424,1.6581259,.02098321,.079999946,15.747558,-5.4238091
1995,6,-.38067994,3.5120683,-14.019302,1.0299834,.34643799,.47599998,16.08634,-6.3590612
1995,7,4.2315536,4.6713901,-14.094732,1.2511337,.12950879,.24200001,15.68777,-6.2836399
1995,8,-2.6764772,1.1075329,-10.003172,5.5365973,.25775421,.13399997,16.94211,-7.1756821
1995,9,2.3193483,3.8336527,-11.73743,3.4861996,.31677425,.063999981,17.342306,-7.3285713
1995,10,-2.2101502,-2.60005,-12.379502,3.1177123,.14807042,-.21400003,17.219208,-6.9029217
1995,11,2.6815722,2.7527645,-11.096021,4.5096602,.24830431,-.22599994,17.470554,-6.287221
1995,12,2.4851456,2.93575,-11.170292,4.5114608,.36819729,-.078000031,17.851467,-5.8514338
1996,1,1.7315592,6.7920971,-8.0600367,8.2611198,.10070226,-.34800002,17.195642,-6.7526093
1996,2,-.027628364,4.0781751,-9.6096897,6.6749797,-.41713455,-.398,18.724121,-6.8813276
1996,3,1.1934391,2.8424921,-9.4673157,6.7884579,-.14042471,-.824,18.63006,-7.5565863
1996,4,1.9686975,3.1432164,-8.37784,7.973649,.070880391,-1.036,19.540733,-8.2011204
1996,5,-.16636042,3.0019016,-8.5282917,7.8566489,.29991087,-1.0300001,20.270378,-9.0770321
1996,6,.18769833,1.9722608,-8.8102655,7.793859,.28832519,-1.1,21.111845,-9.1359434
1996,7,-4.2376723,-4.268352,-10.00396,6.8527002,.19989023,-1.3560001,20.982092,-8.7494431
1996,8,.80493444,-3.2881975,-9.6180124,7.3096943,.11453301,-1.548,21.560318,-8.5843506
1996,9,3.2375612,-.23157215,-8.6286545,8.2738504,.33371875,-1.462,22.246542,-9.4681759
1996,10,-.082443185,3.9018648,-9.8265047,7.2420444,.07158456,-1.73,22.187069,-10.372269
1996,11,4.7723813,7.8713522,-9.5863714,7.6915007,.069045566,-1.848,23.066046,-10.535429
1996,12,-1.8991401,2.7830284,-9.1966352,8.2560701,.10592499,-1.916,23.713835,-10.492653
1997,1,1.1954873,4.0228071,-5.3045154,12.190612,.052224737,-1.924,23.855478,-9.2862816
1997,2,.91164911,.16790687,-3.7715595,13.77852,-.029815195,-2.0020001,25.057959,-10.257617
1997,3,-2.3876338,-.3241393,-3.763171,13.757446,-.039946862,-2.154,25.725351,-10.952774
1997,4,2.735651,1.2498789,-.3342905,16.777651,.21995702,-1.886,25.748817,-10.555262
1997,5,5.4950256,5.8170395,-2.644439,14.272573,.3748568,-1.7279999,26.332455,-10.598414
1997,6,4.6819172,12.810306,-2.369194,14.532928,.21666917,-1.766,26.819107,-11.180612
1997,7,4.0056024,14.070063,.56017131,17.67218,.035464276,-1.762,27.578976,-10.712025
1997,8,-7.7164655,.89823109,.26527733,17.467194,-.018761897,-1.8199999,28.618382,-13.219728
1997,9,4.7976332,1.0657845,-1.5285561,15.543029,.1339805,-1.6799999,29.502766,-13.361172
1997,10,-6.5833545,-9.5616465,-2.920785,14.269739,.12077083,-1.556,30.359446,-12.702747
1997,11,1.09646,-.76293224,-.4245984,16.92063,.27967259,-1.462,31.233511,-13.682007
1997,12,.86174381,-4.6577826,1.6475395,19.061745,.146386,-1.332,31.541397,-13.742168
1998,1,1.6958561,3.6125391,2.805588,20.394728,.082166776,-1.2079999,32.053619,-14.859091
1998,2,6.1807327,8.6834555,1.7414029,19.128927,.11145126,-1.2720001,32.184879,-15.264534
1998,3,3.8247955,11.645123,2.7027924,19.875523,.18984552,-1.1960001,32.252392,-14.922178
1998,4,.52344793,10.522922,1.340565,18.521687,.40531757,-.98199993,32.621792,-15.732872
1998,5,-2.2228968,2.0623972,3.086149,20.323444,.29703975,-1.056,33.255646,-17.368191
1998,6,1.4909898,-.28070757,3.6140246,20.99194,.2016594,-1.1900001,32.626278,-14.381964
1998,7,-.37304097,-1.174075,4.6654363,22.429417,.033621669,-.88166666,32.278309,-13.703987
1998,8,-15.501118,-14.460374,5.0520191,23.031424,.48315701,-.06666664,34.309986,-17.331738
1998,9,1.5921977,-14.364507,1.5566605,19.227255,.71693808,.35666665,34.114365,-16.143318
1998,10,8.3781462,-5.6686931,-.89935625,16.814898,.38882512,-.079999976,34.920807,-18.792316
1998,11,5.5949955,15.382651,1.3484081,19.082838,.45847481,-.17666662,34.855858,-18.984762
1998,12,4.1307316,18.028288,-.14967036,17.797609,.38301143,-.41571429,35.226517,-19.660328
1999,1,1.5971111,11.278543,-.18388525,17.928839,.16349752,-.74571431,35.693542,-18.328764
1999,2,-2.9336064,2.7825198,2.9184899,20.897837,.11888311,-.89999998,36.22541,-19.15757
1999,3,4.1249666,2.7895408,2.9731965,20.674416,.078007706,-1.1757143,36.383911,-18.558077
1999,4,3.8546431,5.0601001,3.8642302,21.86993,.12872027,-1.2014285,36.654865,-20.566387
1999,5,-3.7781546,4.1678843,5.0332761,23.069393,.10258651,-1.2842857,37.340946,-19.85224
1999,6,4.5610456,4.6440358,5.3438659,23.318844,.13414413,-1.5857142,37.173756,-19.350666
1999,7,-.81470972,-.051170185,2.8633792,21.381962,.2498129,-1.4299999,37.804661,-19.644751
1999,8,-.46120629,3.2418633,2.5808327,21.209211,.33846432,-1.6,38.224701,-20.08169
1999,9,-1.4409854,-2.7863202,1.2822402,19.969946,.66341597,-1.5142857,37.80183,-18.078266
1999,10,4.5162086,2.5583682,1.5683317,20.29846,.58701956,-1.4599999,39.126617,-19.142937
1999,11,2.6871665,5.6531792,3.7677398,22.576313,.49004611,-1.6171428,39.597771,-18.378868
1999,12,7.6010108,14.72323,3.2791226,22.200985,.28989187,-1.7571429,40.367725,-18.599266
2000,1,-6.0306754,4.1655407,5.9569106,25.287291,.0043536187,-1.3383334,40.385254,-19.962946
2000,2,-.11531559,1.3970618,7.0083976,26.424124,.016850887,-1.8628571,40.682018,-19.170528
2000,3,5.9878979,-.1730967,6.0510287,25.716963,-.11806833,-2.1085715,41.043755,-18.679321
2000,4,-5.0503502,.7933228,10.255701,29.855783,.32435095,-1.6885715,41.761444,-19.556156
2000,5,-2.9623764,-2.0872042,10.193832,29.768702,.9286809,-1.2971429,41.931698,-17.956181
2000,6,2.9589441,-5.1916142,8.1750317,28.056711,.6793257,-1.3128572,42.027641,-18.165548
2000,7,-3.475589,-3.6254685,10.71657,31.083443,.35931474,-1.51,41.876373,-18.468584
2000,8,2.6060619,2.0426524,12.611833,33.011993,.044834852,-1.7271429,41.58366,-17.102839
2000,9,-6.1683321,-7.0161805,13.243441,33.621281,.21157475,-1.5685714,41.968807,-18.334455
2000,10,-2.5157287,-6.1178961,15.851457,36.263851,.1199061,-1.6814286,41.673641,-17.113213
2000,11,-6.9029279,-15.635951,15.857259,36.20155,.21671569,-1.5328572,41.700779,-16.818222
2000,12,1.1108125,-8.3417826,11.39311,31.951221,.25505334,-1.27,41.42205,-16.416536
2001,1,2.0324571,-3.8390436,12.403439,33.6371,.19243874,-.48857141,40.776302,-17.00614
2001,2,-9.1675863,-6.1709013,13.862559,34.927494,.13752851,-.33285716,40.134338,-16.368238
2001,3,-7.3750119,-14.670268,17.989969,38.869766,.39936188,.01714286,39.900192,-16.439766
2001,4,6.6768317,-9.9159336,16.767866,37.349888,.34492382,.51999998,39.608261,-17.18026
2001,5,-1.4057604,-2.2124746,18.948761,39.546169,.27018228,.69285715,38.995449,-17.536161
2001,6,-3.3652518,1.8064995,19.425364,40.279812,.21211766,.77714288,38.395874,-16.866531
2001,7,-1.8660902,-6.7193241,17.858866,38.992882,.13375533,.79428571,37.822861,-16.931219
2001,8,-4.9974451,-10.254464,15.240089,36.269032,.23593377,.93000001,37.698807,-15.360962
2001,9,-9.8663454,-16.767853,15.741164,36.860428,.25555497,1.3742857,37.315655,-15.872181
2001,10,1.9151098,-13.045705,16.752819,37.688202,.073890246,1.4042857,36.879585,-16.324265
2001,11,5.8081522,-2.324795,17.082094,38.124969,.13663603,1.5414286,36.388439,-14.92601
2001,12,.80519056,8.4596891,17.807007,38.640327,.094064578,1.5228572,36.411972,-15.061571
2002,1,-2.9157636,3.6459854,20.045856,40.993973,.10109745,1.5485715,37.042103,-15.694302
2002,2,-.87978876,-3.0150957,19.341309,40.224953,.095142476,1.5842857,37.015621,-14.920641
2002,3,4.2702179,.46820787,18.582268,39.337307,.22228213,1.7071428,37.827972,-16.958305
2002,4,-3.3603451,.018277979,15.777982,36.653652,.10148595,1.7385714,38.240093,-15.467438
2002,5,-.0033708555,.90060419,12.338624,33.231434,.13283542,1.88,38.66198,-15.554495
2002,6,-6.4259119,-9.8061237,7.9213567,28.862043,.12731098,1.9128572,39.609009,-17.635775
2002,7,-8.8986397,-15.339765,8.9923353,30.179811,.086431764,1.8861715,39.369122,-17.19911
2002,8,.12743987,-15.206345,8.4065819,29.819366,.15750518,1.9493142,39.38221,-17.164787
2002,9,-11.75588,-20.530157,8.1677742,29.424391,.12737843,1.9299428,39.521011,-17.708744
2002,10,6.9803953,-4.6604624,8.0870905,29.36565,.1331524,2.0098715,39.218513,-16.456841
2002,11,5.2048206,.4000186,7.6127391,28.970663,.17672245,2.1767001,39.739162,-17.465178
2002,12,-4.9586201,7.191895,3.8367634,25.192636,.11610189,1.9688715,39.247402,-17.577667
2003,1,-3.0628676,-2.8608496,2.4568291,23.751526,.1230194,1.9252571,40.006512,-17.393484
2003,2,-1.822539,-9.8570042,2.5999076,24.047483,.10023822,1.7604715,40.148602,-17.611181
2003,3,-.52237582,-5.4163222,2.1921158,23.597574,.017325645,1.7413428,39.916939,-17.85605
2003,4,8.4582319,6.1115713,-.044648897,21.209751,.087260351,1.7239286,39.199505,-16.980303
2003,5,5.5714006,13.49154,-3.7872398,17.470272,.12470772,1.6100286,39.227531,-17.672808
2003,6,1.8153828,15.849235,-1.8486954,19.580328,.17914198,1.5642858,39.394756,-17.732624
2003,7,2.1305852,9.4900627,.33046877,22.253839,.13940468,1.3958,39.834114,-17.211399
2003,8,2.2750077,6.1759167,1.2249507,23.468712,.11617738,1.3423285,39.691372,-17.621559
2003,9,.56362128,4.9650311,-4.1910195,18.036057,.13453084,1.2937857,40.278267,-17.080975
2003,10,5.8187585,8.6479111,-4.6751342,17.445084,.20108455,1.4196143,40.419331,-16.505209
2003,11,1.4380603,7.8018541,-7.1637764,14.991598,.30274019,1.5117714,41.186909,-17.885088
2003,12,6.0973139,13.342323,-10.453379,11.88792,.1351811,1.2924428,41.115673,-17.411215
2004,1,1.6216906,9.1437931,-9.0668364,13.700408,.1151812,1.2122999,41.370762,-17.578465
2004,2,1.7558894,9.4567633,-8.6024456,14.211656,.072292745,1.0912,41.974766,-18.234745
2004,3,-.60817206,2.7514787,-9.3098125,13.452275,.061849412,1.0157143,41.476162,-17.2656
2004,4,-2.3993895,-1.2552108,-6.3755069,16.393322,.1071209,1.0455,41.926464,-17.102369
2004,5,.77278197,-2.2486897,-8.146225,14.775794,.20751059,1.0337429,42.716015,-18.022348
2004,6,1.932919,.29282182,-7.7092266,15.6246,.2438677,.80470002,41.888195,-16.114532
2004,7,-3.320533,-.61881083,-6.8188357,16.747131,.15383926,.67284286,42.655731,-18.599043
2004,8,.54796189,-.83119738,-8.1208897,15.543321,.10652984,.5287143,42.729397,-19.968153
2004,9,1.9770941,-.79029936,-9.8459167,13.814178,.23808399,.47544286,42.813587,-18.36301
2004,10,2.3097219,4.8248606,-12.979027,10.898451,.16596653,.27667144,43.7612,-19.134758
2004,11,5.2055988,9.480896,-16.759499,7.5896478,.14240247,-.0090714432,43.970707,-19.267559
2004,12,3.6763961,11.203413,-17.580809,6.7934918,.19545352,-.10792857,44.703671,-21.288824
2005,1,-2.2897096,6.5917888,-14.463789,10.115849,.20170008,-.30702859,45.162994,-20.882059
2005,2,3.2648747,4.6046038,-15.926276,8.7675323,.07684204,-.58458573,45.848412,-20.830505
2005,3,-2.3848045,-1.4178125,-14.002061,10.729523,.16833815,-.64247143,45.689621,-20.781982
2005,4,-2.3784959,-1.5088654,-13.931033,10.885009,.17973241,-.75639999,45.857952,-19.283251
2005,5,1.6971393,-3.1003568,-10.660027,14.03034,.29049185,-.78322858,45.988457,-20.096426
2005,6,.82841897,.12690656,-8.7473488,15.944012,.34793362,-.98724288,46.371235,-20.671284
2005,7,3.4086325,5.9156246,-8.5701141,16.753647,.17865513,-1.3220571,46.0546,-21.110695
2005,8,.54140896,4.7845035,-10.601155,15.19963,.22057889,-1.3934001,46.329422,-20.915346
2005,9,2.7174046,6.6908293,-9.0653944,17.557928,.37062725,-1.3969715,44.445129,-17.60269
2005,10,-2.9773049,.2481917,-7.9785547,18.730833,.31516588,-1.5878429,45.698483,-20.060421
2005,11,3.3262203,3.0450225,-6.2132869,20.120642,.36331668,-1.5877285,46.707039,-20.511599
2005,12,2.141247,2.511169,-6.6784077,19.552923,.15609393,-1.8589143,47.325214,-20.627752
2006,1,4.4853659,9.9372263,-9.1416283,17.768229,.10731068,-2.0025856,47.443043,-20.027052
2006,2,-.46816427,6.1954894,-7.791955,18.817877,.10903406,-2.0422714,47.447193,-20.272791
2006,3,1.7677196,5.827817,-8.3205595,18.234966,.29503471,-1.9181429,47.652988,-20.366861
2006,4,2.9369009,4.2369595,-12.777632,13.818309,.22827299,-2.0608287,48.053272,-20.809092
2006,5,-4.3188295,.37231529,-14.571503,12.171206,.27797341,-2.0126715,47.952606,-19.826359
2006,6,-.38922265,-1.7572975,-13.460587,13.466481,.38411292,-2.0709143,48.336102,-20.259087
2006,7,.30984959,-4.415813,-13.525524,14.03992,.26892534,-2.1139143,48.299419,-21.199772
2006,8,2.1949522,2.11289,-13.379622,14.496664,.16325432,-2.0188143,48.691845,-21.158539
2006,9,.78083086,3.2709389,-12.173406,14.940386,.30639851,-1.7737571,48.48888,-21.54925
2006,10,3.3149438,6.2450986,-12.837956,13.796828,.17620747,-1.8143715,48.431675,-20.976677
2006,11,2.4076891,6.4847059,-15.901964,10.695514,.20853649,-1.6877856,48.335609,-20.651709
2006,12,1.8381432,7.5786562,-14.790235,12.235078,.16435789,-1.6412286,49.370174,-20.168438
2007,1,.60461634,4.8318529,-13.61593,13.838085,.143049,-1.5644143,48.848671,-20.965723
2007,2,-.90238672,1.5196713,-14.799342,12.663872,.11862584,-1.4994,49.851597,-21.44602
2007,3,1.6027,1.3004947,-15.617541,11.958784,.18832368,-1.3854429,50.069359,-22.040342
2007,4,3.9625564,4.6612802,-17.718328,9.9339447,.32727504,-1.1734428,50.769852,-22.472164
2007,5,2.6332846,8.1700277,-16.654621,11.298038,.48673987,-.94097143,50.818462,-22.744715
2007,6,-.64797097,5.9065356,-17.403967,10.795048,.3890622,-.9389714,50.846649,-23.140787
2007,7,-1.8999604,.031198204,-18.977997,9.5179825,.23065792,-1.0023857,50.809406,-22.77655
2007,8,-.65115428,-3.1775811,-18.825062,9.7169495,1.1200552,-.21334288,51.031971,-22.018976
2007,9,4.9192348,2.3265464,-23.021719,5.4733639,.73247522,-.1077143,51.418232,-23.297451
2007,10,3.5604839,7.6613722,-24.742208,3.7387338,.53909421,.035757158,50.995197,-21.817581
2007,11,-4.7483025,3.6669438,-24.399998,4.2221608,1.1919459,.61939996,51.582344,-22.686621
2007,12,-1.3286116,-2.5742252,-23.897589,4.7243433,.9571383,.56265712,51.593609,-23.364464
2008,1,-8.769742,-14.981456,-25.084661,4.0704799,.71651167,1.6943144,51.32394,-22.235209
2008,2,.18712817,-10.049897,-27.41007,1.5294449,.59254402,1.8070858,50.987839,-22.596922
2008,3,-1.5945988,-10.43448,-29.355011,-.37711412,.75605994,2.2281284,50.750919,-22.498917
2008,4,5.3918295,3.9159367,-28.279741,.68076187,.92617804,2.2671714,49.990589,-21.323521
2008,5,1.5694954,5.2899399,-28.399473,.69252354,.40546429,1.8793571,49.425575,-21.378
2008,6,-8.6922493,-1.6880783,-28.317146,1.3748158,.64553833,2.1553285,49.190735,-21.94425
2008,7,-2.7415874,-9.801259,-27.386021,2.8504782,.64446342,2.1462715,48.660076,-21.296274
2008,8,-2.2595007,-13.727873,-22.17919,7.7977462,.66475219,2.1632714,47.118553,-21.409899
2008,9,-13.439442,-18.460543,-18.861799,10.703783,3.4320569,2.4102287,42.684898,-17.383732
2008,10,-22.134268,-37.898895,-10.144777,18.662941,1.6850668,2.4308572,43.63155,-19.375721
2008,11,-6.7380109,-42.500916,-8.381794,19.033216,2.0208211,2.2217429,42.366749,-21.27088
2008,12,3.621254,-25.314493,-11.665494,15.333256,.46148559,1.2651429,39.399578,-21.490194
2009,1,-8.9135323,-12.113145,-8.3338175,19.22983,.58945006,1.1104286,36.995853,-22.705093
2009,2,-10.243986,-15.524012,-4.9358582,22.538153,.54436034,.72992855,36.348869,-23.77494
2009,3,7.9679661,-11.185751,-8.1052675,19.235907,.51621652,.58661431,34.750538,-23.92741
2009,4,11.22352,8.9291086,-10.235857,17.170887,.48946205,.68568569,33.949272,-23.225895
2009,5,9.6064091,28.764505,-16.265705,11.146216,.35885414,.62692857,32.93618,-23.057758
